user_id,age,gender,education_level,country,test_run_id,battery_id,specific_subtest_id,raw_score,time_of_day,grand_index
33855131,54.0,m,3.0,US,53954,14,27,8.0,1,90.67554842406324
33855131,54.0,m,3.0,US,53954,14,26,516.0,1,90.67554842406324
33855143,35.0,f,4.0,US,130932,14,29,22.0,9,128.5333991198382
33855143,35.0,f,4.0,US,130932,14,28,6.0,9,128.5333991198382
33855143,35.0,f,4.0,US,130932,14,30,15.0,9,128.5333991198382
33855143,35.0,f,4.0,US,130932,14,27,8.0,9,128.5333991198382
33855143,35.0,f,4.0,US,130932,14,26,347.0,9,128.5333991198382
33855178,25.0,f,2.0,US,663346,14,29,15.0,15,103.60710173483557
33855178,25.0,f,2.0,US,663346,14,28,5.0,15,103.60710173483557
33855178,25.0,f,2.0,US,663346,14,30,8.0,15,103.60710173483557
33855178,25.0,f,2.0,US,663346,14,27,8.0,15,103.60710173483557
33855178,25.0,f,2.0,US,663346,14,26,421.0,15,103.60710173483557
33855650,27.0,f,8.0,US,538988,14,29,8.0,14,80.5340432080417
33855650,27.0,f,8.0,US,538988,14,28,4.0,14,80.5340432080417
33855650,27.0,f,8.0,US,538988,14,30,5.0,14,80.5340432080417
33855650,27.0,f,8.0,US,538988,14,27,7.0,14,80.5340432080417
33855650,27.0,f,8.0,US,538988,14,26,571.0,14,80.5340432080417
33856054,22.0,m,5.0,US,280307,14,29,18.0,20,111.00195976066922
33856054,22.0,m,5.0,US,280307,14,28,7.0,20,111.00195976066922
33856054,22.0,m,5.0,US,280307,14,30,4.0,20,111.00195976066922
33856054,22.0,m,5.0,US,280307,14,27,7.0,20,111.00195976066922
33856054,22.0,m,5.0,US,280307,14,26,349.0,20,111.00195976066922
33856186,25.0,f,4.0,US,444017,14,29,19.0,14,108.90842478144204
33856186,25.0,f,4.0,US,444017,14,28,6.0,14,108.90842478144204
33856186,25.0,f,4.0,US,444017,14,30,7.0,14,108.90842478144204
33856186,25.0,f,4.0,US,444017,14,27,7.0,14,108.90842478144204
33856186,25.0,f,4.0,US,444017,14,26,380.0,14,108.90842478144204
33856660,24.0,m,3.0,US,226863,14,29,6.0,20,95.86252375641992
33856660,24.0,m,3.0,US,226863,14,28,5.0,20,95.86252375641992
33856660,24.0,m,3.0,US,226863,14,30,3.0,20,95.86252375641992
33856660,24.0,m,3.0,US,226863,14,27,9.0,20,95.86252375641992
33856660,24.0,m,3.0,US,226863,14,26,370.0,20,95.86252375641992
33858069,23.0,f,4.0,US,75804,14,29,20.0,10,132.74775226148105
33858069,23.0,f,4.0,US,75804,14,28,6.0,10,132.74775226148105
33858069,23.0,f,4.0,US,75804,14,30,17.0,10,132.74775226148105
33858069,23.0,f,4.0,US,75804,14,27,9.0,10,132.74775226148105
33858069,23.0,f,4.0,US,75804,14,26,360.0,10,132.74775226148105
33858075,34.0,f,3.0,US,8409,14,29,9.0,10,93.47715741532848
33858075,34.0,f,3.0,US,8409,14,28,4.0,10,93.47715741532848
33858075,34.0,f,3.0,US,8409,14,30,5.0,10,93.47715741532848
33858075,34.0,f,3.0,US,8409,14,27,10.0,10,93.47715741532848
33858075,34.0,f,3.0,US,8409,14,26,521.0,10,93.47715741532848
33858326,41.0,f,6.0,US,21002,14,29,22.0,13,128.5333991198382
33858326,41.0,f,6.0,US,21002,14,28,7.0,13,128.5333991198382
33858326,41.0,f,6.0,US,21002,14,30,12.0,13,128.5333991198382
33858326,41.0,f,6.0,US,21002,14,27,9.0,13,128.5333991198382
33858326,41.0,f,6.0,US,21002,14,26,412.0,13,128.5333991198382
33858451,21.0,m,4.0,US,485586,14,29,8.0,20,105.68647975079952
33858451,21.0,m,4.0,US,485586,14,28,7.0,20,105.68647975079952
